0,0,0,128,1172
0,0,0,256,2028
0,0,0,256,2528
0,0,0,32,296
0,0,0,128,1200
0,0,0,128,1576
0,0,0,128,1376
0,0,0,64,640
0,0,0,128,1500
0,0,0,128,1184
0,0,0,128,1672
0,0,0,128,1596
0,0,0,64,724
0,0,0,32,452
0,0,0,32,432
0,0,0,64,756
0,0,0,256,2292
0,0,0,64,736
0,0,0,64,624
0,0,0,128,1260
0,0,0,128,1360
0,0,0,128,1952
0,0,0,128,1236
0,0,0,128,1456
0,0,0,64,920
0,0,0,64,636
0,0,0,128,1152
0,0,0,128,1312
0,0,0,128,1508
0,0,0,128,1452
0,0,0,128,1164
0,0,0,128,1080
0,0,0,64,516
0,0,0,64,572
0,0,0,128,1520
0,0,0,128,1364
0,0,0,128,1752
0,0,0,256,2356
0,0,0,128,1652
0,0,0,32,492
0,0,0,128,1472
0,0,0,256,2708
0,0,0,128,1172
0,0,0,64,660
0,0,0,64,656
0,0,0,64,916
0,0,0,64,772
0,0,0,128,1140
0,0,0,128,1348
0,0,0,256,3020
0,0,0,64,628
0,0,0,64,668
0,0,0,128,1580
0,0,0,16,240
0,0,0,128,1396
0,0,0,128,2148
0,0,0,128,1468
0,0,0,128,1512
0,0,0,128,1376
0,0,0,128,1092
0,0,0,128,1664
0,0,0,128,1224
0,0,0,128,1476
0,0,0,128,1356
0,0,0,64,612
0,0,0,64,1192
0,0,0,128,1188
0,0,0,128,1372
0,0,0,128,1404
0,0,0,128,1760
0,0,0,256,2832
0,0,0,128,1348
0,0,0,128,1180
0,0,0,32,296
0,0,0,64,688
0,0,0,128,1604
0,0,0,128,1232
0,0,0,64,884
0,0,0,64,880
0,0,0,32,424
0,0,0,64,1060
0,0,0,128,1124
0,0,0,64,780
0,0,0,64,704
0,0,0,128,1388
0,0,0,128,1120
0,0,0,128,1336
0,0,0,64,916
0,0,0,128,1256
0,0,0,256,2220
0,0,0,256,2128
0,0,0,32,464
0,0,0,64,592
0,0,0,128,1236
0,0,0,256,2624
0,0,0,64,696
0,0,0,64,580
0,0,0,64,656
0,0,0,64,776
0,0,0,64,600
0,0,0,128,1360
0,0,0,64,1028
0,0,0,64,704
0,0,0,128,1568
0,0,0,128,1368
0,0,0,128,1140
0,0,0,128,1484
0,0,0,128,1180
0,0,0,128,1460
0,0,0,64,524
0,0,0,128,1328
0,0,0,64,880
0,0,0,64,708
0,0,0,64,972
0,0,0,64,940
0,0,0,256,2156
0,0,0,128,1396
0,0,0,128,1348
0,0,0,64,640
0,0,0,128,1040
0,0,0,128,1392
0,0,0,64,848
0,0,0,128,1392
0,0,0,128,1204
0,0,0,256,2880
0,0,0,128,1388
0,0,0,64,752
0,0,0,64,832
0,0,0,128,1488
0,0,0,64,808
0,0,0,64,820
0,0,0,64,624
0,0,0,128,1388
0,0,0,64,708
0,0,0,32,336
0,0,0,128,1456
0,0,0,32,524
0,0,0,128,1212
0,0,0,64,728
0,0,0,128,1368
0,0,0,64,720
0,0,0,128,1376
0,0,0,128,1696
0,0,0,128,1288
0,0,0,128,1556
0,0,0,128,1060
0,0,0,128,1148
0,0,0,128,1600
0,0,0,64,624
0,0,0,128,1968
0,0,0,128,1408
0,0,0,64,612
0,0,0,128,1292
0,0,0,64,840
0,0,0,256,2264
0,0,0,256,2164
0,0,0,256,2552
0,0,0,128,1280
0,0,0,64,740
0,0,0,256,2720
0,0,0,128,1412
0,0,0,64,640
0,0,0,64,960
0,0,0,128,1560
0,0,0,64,884
0,0,0,64,640
0,0,0,128,1404
0,0,0,64,720
0,0,0,64,688
0,0,0,256,2804
0,0,0,64,832
0,0,0,256,2360
0,0,0,128,1176
0,0,0,32,384
0,0,0,128,1072
0,0,0,128,1156
0,0,0,32,452
0,0,0,128,1116
0,0,0,64,864
0,0,0,128,1352
0,0,0,32,532
0,0,0,128,1472
0,0,0,64,700
0,0,0,16,200
0,0,0,128,1328
0,0,0,64,688
0,0,0,128,1336
0,0,0,64,728
0,0,0,128,1348
0,0,0,128,1640
0,0,0,128,1124
0,0,0,64,548
0,0,0,128,1332
0,0,0,256,2172
0,0,0,128,1376
0,0,0,32,512
0,0,0,256,2508
0,0,0,128,1392
0,0,0,64,700
0,0,0,128,1532
0,0,0,64,808
0,0,0,64,944
0,0,0,64,1072
0,0,0,128,1344
0,0,0,128,1408
0,0,0,128,1232
0,0,0,64,852
0,0,0,64,736
0,0,0,128,1452
0,0,0,32,420
0,0,0,128,1372
0,0,0,64,608
0,0,0,128,1176
0,0,0,128,1244
0,0,0,64,632
0,0,0,64,624
0,0,0,128,1160
0,0,0,128,1568
0,0,0,64,788
0,0,0,64,540
0,0,0,128,1188
0,0,0,128,1420
0,0,0,256,2876
0,0,0,64,684
0,0,0,128,1088
0,0,0,128,952
0,0,0,128,2000
0,0,0,128,1152
0,0,0,64,896
0,0,0,128,1764
0,0,0,128,1344
0,0,0,32,444
0,0,0,128,1328
0,0,0,64,720
0,0,0,32,320
0,0,0,128,1092
0,0,0,64,520
0,0,0,128,1456
0,0,0,128,1468
0,0,0,128,1228
0,0,0,64,584
0,0,0,128,1068
0,0,0,64,740
0,0,0,64,868
0,0,0,128,1564
0,0,0,32,508
0,0,0,128,1384
0,0,0,64,768
0,0,0,128,1536
0,0,0,128,1288
0,0,0,128,1348
0,0,0,64,852
0,0,0,128,1092
0,0,0,64,652
0,0,0,64,572
0,0,0,64,976
0,0,0,128,1380
0,0,0,64,692
0,0,0,64,628
0,0,0,64,632
0,0,0,32,424
0,0,0,128,1060
0,0,0,128,1244
0,0,0,64,824
0,0,0,64,564
0,0,0,128,1456
0,0,0,128,1380
0,0,0,128,1288
0,0,0,64,684
0,0,0,64,724
0,0,0,64,856
0,0,0,128,1504
0,0,0,128,904
0,0,0,128,1148
0,0,0,128,1104
0,0,0,128,1444
0,0,0,32,460
0,0,0,128,1404
0,0,0,256,2192
0,0,0,256,2468
0,0,0,128,1312
0,0,0,128,1464
0,0,0,128,1536
0,0,0,128,1336
0,0,0,512,4800
0,0,0,128,1340
0,0,0,64,716
0,0,0,128,1136
0,0,0,128,1548
0,0,0,64,544
0,0,0,32,344
0,0,0,128,1520
0,0,0,64,880
0,0,0,128,1676
0,0,0,64,916
0,0,0,128,1344
0,0,0,64,580
0,0,0,64,632
0,0,0,128,1724
0,0,0,128,1456
0,0,0,64,520
0,0,0,128,1272
0,0,0,64,1036
0,0,0,64,668
0,0,0,128,1332
0,0,0,64,704
0,0,0,64,644
0,0,0,128,1492
0,0,0,128,1312
0,0,0,64,724
0,0,0,256,2552
0,0,0,256,2496
0,0,0,64,460
0,0,0,128,1424
0,0,0,256,2524
0,0,0,64,908
0,0,0,128,1444
0,0,0,64,736
0,0,0,128,1532
0,0,0,128,1488
0,0,0,128,1124
0,0,0,128,1488
0,0,0,256,2104
0,0,0,128,1344
0,0,0,128,1480
0,0,0,128,1328
0,0,0,128,1756
0,0,0,256,2280
0,0,0,128,2140
0,0,0,64,784
0,0,0,64,816
0,0,0,32,508
0,0,0,64,596
0,0,0,128,1460
0,0,0,64,880
0,0,0,64,688
0,0,0,64,532
0,0,0,128,2060
0,0,0,32,484
0,0,0,128,1444
0,0,0,128,1032
0,0,0,64,980
0,0,0,64,684
0,0,0,128,1768
0,0,0,256,2724
0,0,0,64,704
0,0,0,128,1492
0,0,0,128,2288
0,0,0,64,812
0,0,0,128,1568
0,0,0,128,1500
0,0,0,64,628
0,0,0,64,796
0,0,0,64,732
0,0,0,128,1028
0,0,0,32,420
0,0,0,128,1176
0,0,0,64,908
0,0,0,64,1052
0,0,0,64,608
0,0,0,128,1316
0,0,0,128,1208
0,0,0,64,772
0,0,0,64,736
0,0,0,128,1152
0,0,0,128,1332
0,0,0,128,1340
0,0,0,128,1964
0,0,0,128,1424
0,0,0,256,2616
0,0,0,128,1424
0,0,0,128,1040
0,0,0,64,560
0,0,0,128,1116
0,0,0,32,356
0,0,0,128,1484
0,0,0,64,972
0,0,0,256,2336
0,0,0,128,1716
0,0,0,64,596
0,0,0,128,1380
0,0,0,128,1684
0,0,0,128,1376
0,0,0,128,1344
0,0,0,64,616
0,0,0,128,1180
0,0,0,64,672
0,0,0,128,1148
0,0,0,128,1420
0,0,0,128,1488
0,0,0,128,1280
0,0,0,64,676
0,0,0,128,1984
0,0,0,128,1444
0,0,0,128,1784
0,0,0,256,2368
0,0,0,64,744
0,0,0,64,1076
0,0,0,128,1404
0,0,0,64,908
0,0,0,128,1592
0,0,0,128,2120
0,0,0,64,628
0,0,0,128,1088
0,0,0,128,1140
0,0,0,128,1232
0,0,0,64,716
0,0,0,256,2120
0,0,0,128,1076
0,0,0,64,780
0,0,0,128,1384
0,0,0,128,1392
0,0,0,64,644
0,0,0,64,744
0,0,0,128,1548
0,0,0,64,928
0,0,0,64,732
0,0,0,128,1124
0,0,0,64,724
0,0,0,256,2372
0,0,0,32,336
0,0,0,256,2420
0,0,0,64,676
0,0,0,64,932
0,0,0,128,1380
0,0,0,128,1108
0,0,0,128,1312
0,0,0,256,2048
0,0,0,128,1428
0,0,0,64,640
0,0,0,64,580
0,0,0,64,1052
0,0,0,256,2164
0,0,0,128,1092
0,0,0,128,1144
0,0,0,128,1828
0,0,0,128,980
0,0,0,128,1520
0,0,0,128,1176
0,0,0,64,1024
0,0,0,256,2880
0,0,0,128,1348
0,0,0,128,1524
0,0,0,128,1696
0,0,0,256,3068
0,0,0,256,3172
0,0,0,128,948
0,0,0,128,1376
0,0,0,64,720
0,0,0,128,1320
0,0,0,64,772
0,0,0,64,892
0,0,0,128,1688
0,0,0,128,1532
0,0,0,128,1264
0,0,0,128,1264
0,0,0,128,1760
0,0,0,128,1360
0,0,0,64,684
0,0,0,128,1448
0,0,0,64,664
0,0,0,64,720
0,0,0,64,512
0,0,0,256,1992
0,0,0,128,1408
0,0,0,256,2344
